address,label,english,portuguese,verdict,note
PSA.33.15,15,"<em>Good.</em> It will not suffice to refrain from criminal actions. Ps. 36:27.—<em>Peace</em>, both private and public. Jer. 29:7. C.—A person may, notwithstanding, have much to suffer. But S. Peter prevents this objection, by proclaiming those happy who suffer for justice sake. v. 14. Bert.—Good works are necessary as well as faith. W.","<em>Bem.</em> Não bastará abster-se de ações criminosas. Sl. 36:27.—<em>Paz</em>, tanto privada quanto pública. Jer. 29:7. C.—Uma pessoa pode, não obstante, ter muito a sofrer. Mas S. Pedro previne esta objeção, proclamando bem-aventurados os que sofrem pela justiça. v. 14. Bert.—As boas obras são necessárias assim como a fé. W.",,
PSA.38.10,10,"<em>It.</em> S. Aug. reads “me,” conformably to some copies of the Sept. Arab, &c. C.—He is at a loss to explain the reason of the prophet, and suggests that this perhaps ought to be referred to the following sentence, “<em>Because thou hast made me, remove</em>,” &c. H.—Such is the inconvenience of having incorrect copies. Amama.—The Alex. and Vat. Sept. both have <em>me</em>, ( H.) which his omitted in Complut. C.—David knew that he was scourged by divine Providence. W.","<em>Isto.</em> S. Agostinho lê ""a mim,"" conformemente a algumas cópias do Sept. Árabe &c. C.—Ele se vê em dificuldade para explicar a razão do profeta, e sugere que talvez isso deva ser referido à frase seguinte, ""<em>Porque tu me fizeste, afasta</em>,"" &c. H.—Tal é o inconveniente de se possuírem cópias incorretas. Amama.—O Sept. Alex. e Vat. ambos têm <em>a mim</em>, ( H.) o que está omitido na Complut. C.—Davi sabia que era flagelado pela divina Providência. W.",,
PSA.39.1,1,"<em>Psalm.</em> Prot. intimate that this was not in the Heb.; but we find <em>mizmor</em>, “canticle,” which is equivalent. H.—David speaks of his own restoration to health as a figure of Jesus Christ, who is principally intended, Heb. 10:7. The end of the psalm is nearly the same with the 69th. C.—Some arbitrarily (Bert.) explain the words with relation to the revolt of Absalom. Bossuet.—Others think it may refer to the captives, (Ven. Bede) to Daniel, or Jeremias, rescued from prison. See Theodoret, who explains it of men waiting for the general resurrection. It may express the sentiments of the Church, when the persecutions ceased. Euthym.—Christ sometimes speaks in his own name, and sometimes in that of his members. S. Amb. S. Aug. C.—It is certain that David had Christ in view; and if he alludes to himself, it is only as the figure of him. Bert.","<em>Salmo.</em> Os Prot. insinuam que isso não estava no Heb.; mas encontramos <em>mizmor</em>, ""cântico,"" que é equivalente. H.—Davi fala de sua própria restauração à saúde como figura de Jesus Cristo, que é principalmente intentado, Heb. 10:7. O final do salmo é quase o mesmo que o 69.º. C.—Alguns arbitrariamente (Bert.) explicam as palavras em relação à revolta de Absalão. Bossuet.—Outros pensam que pode referir-se aos cativos, (Ven. Beda) a Daniel, ou a Jeremias, resgatado da prisão. Veja Teodoreto, que o explica dos homens que aguardam a ressurreição geral. Pode exprimir os sentimentos da Igreja quando cessaram as perseguições. Eutím.—Cristo fala ora em seu próprio nome, ora em nome de seus membros. S. Ambrósio, S. Agostinho. C.—É certo que Davi tinha Cristo em vista; e se alude a si mesmo, é apenas como figura dEle. Bert.",,
PSA.39.17,17,"<em>Magnified.</em> Thus may those speak, who sincerely love God. W.",<em>Glorificado.</em> Assim podem falar aqueles que sinceramente amam a Deus. W.,,
PSA.55.9,9,"<em>I have.</em> Prot. “thou tellest my wanderings: put thou my tears into thy bottle. <em>Are</em> the not in thy book?” S. Jer. “thou hast numbered my most secret things: place my tears in thy sight,” &c. H.—Sept. render the sense clearer. Bert.—God has promised to relieve the distressed, who confided in him.","<em>Tenho.</em> Prot. ""tu contastes os meus errantes passos: põe as minhas lágrimas no teu odre. <em>Não</em> estão elas no teu livro?"" S. Jer. ""tu numeraste as minhas coisas mais secretas: coloca as minhas lágrimas diante de ti"", etc. H. — A Septuaginta torna o sentido mais claro. Bert. — Deus prometeu aliviar os atribulados que nele confiaram.",,
PSA.80.15,15,"<em>Soon. Forsitan</em>, “perhaps,” ( H.) does not here imply a doubt, ( M.) but rather the ease and liberty ( W.) with which God could have rescued his people (Heb.) “in a moment.” C. Bert.","<em>Em breve. Forsitan</em>, ""talvez,"" ( H.) não implica aqui uma dúvida, ( M.) mas antes a facilidade e liberdade ( W.) com que Deus poderia ter resgatado o seu povo (Heb.) ""num momento."" C. Bert.",,
PSA.83.6,6,"<em>In his heart, he disposed to ascend by steps</em>, &c. <em>ascensiones in corde suo disposuit.</em> As <em>by steps</em> men <em>ascends</em> toward the eternal temple by certain <em>steps</em> of virtue <em>disposed</em> or ordered within the heart. And this whilst he lives as yet in the body, in this <em>vale of tears, the place</em> which man hath <em>set:</em> that is, which he hath brought himself to: being cast out of paradise for his sin. Ch.—There is no standing still. “As the saint daily advances, so the sinner daily decreases.” S. Jer. C.—Heb. of these three following verses is variously rendered. The Sept. are the most ancient, and very exact. Bert.—<em>Heart.</em> “The more you love, the higher will you ascend.” S. Aug.—Heb. “the paths are in his heart. Passing in the vale of tears, they shall place (or deem) it a fountain. The teacher shall be clothed with benediction. They shall go from strength to strength: they shall appear before God in Sion.” S. Jer. H.—Three words occasion the difference: <em>abri</em>, “passing,” means also, “disposing.” Sept. have only used it as a singular, to agree with <em>man, Main</em>, “a fountain,” may have been read <em>maun</em>, “for the place.”—<em>Al</em>, means, “the God,” and “to.” Bert.—Amama says the points are different. But we have often shewn the futility of that objection; which might regulate the versions of the Masorets, but could have no influence on those who lived many ages before their invention. They are neglected here by the authors of Prin. disc. “the God almighty shall appear in Sion.” H.","<em>Em seu coração, dispôs a subir por degraus</em>, &c. <em>ascensiones in corde suo disposuit.</em> Assim como <em>por degraus</em> os homens <em>sobem</em> em direção ao templo eterno por certos <em>degraus</em> de virtude <em>dispostos</em> ou ordenados no interior do coração. E isto enquanto ainda vive no corpo, neste <em>vale de lágrimas, o lugar</em> que o homem <em>estabeleceu:</em> isto é, ao qual se reduziu, tendo sido expulso do paraíso por seu pecado. Ch.—Não há estagnação. ""Assim como o santo avança diariamente, assim o pecador diariamente decresce."" S. Jer. C.—O hebraico desses três versículos seguintes é traduzido de maneiras diversas. Os Setenta são os mais antigos e muito exatos. Bert.—<em>Coração.</em> ""Quanto mais amardes, tanto mais alto subireis."" S. Ag.—Heb. ""os caminhos estão em seu coração. Passando pelo vale de lágrimas, colocá-lo-ão (ou o considerarão) como uma fonte. O mestre será revestido de bênção. Irão de força em força: aparecerão diante de Deus em Sião."" S. Jer. H.—Três palavras ocasionam a diferença: <em>abri</em>, ""passando,"" significa também ""dispondo."" Os Setenta o empregaram apenas como singular, para concordar com <em>homem</em>. <em>Main</em>, ""uma fonte,"" pode ter sido lido <em>maun</em>, ""pelo lugar.""—<em>Al</em> significa ""o Deus,"" e ""a."" Bert.—Amama diz que as pontuações são diferentes. Mas mostramos repetidas vezes a futilidade dessa objeção, que poderia regular as versões dos massoretas, mas não poderia ter influência sobre os que viveram muitos séculos antes de sua invenção. São aqui negligenciadas pelos autores do Prin. disc. ""o Deus todo-poderoso aparecerá em Sião."" H.",,
PSA.83.8,8,"<em>Blessing.</em> Abundance of water, and other necessaries, (2 Cor. 9:6) as well as ( H.) spiritual graces, which help those who continue in the true Church to arrive at the vision of God. W.—<em>Virtue</em>, or “company,” in which manner the Israelites went to the temple. C.—<em>God.</em> And not merely the temple, &c. as here on earth. M.","<em>Bênção.</em> Abundância de água e de outras necessidades, (2 Cor. 9:6) bem como ( H.) graças espirituais, que auxiliam os que perseveram na verdadeira Igreja a alcançar a visão de Deus. W.—<em>Virtude</em>, ou ""companhia,"" da maneira como os israelitas iam ao templo. C.—<em>Deus.</em> E não meramente o templo, &c. como aqui na terra. M.",,
PSA.88.30,30,"<em>Heaven.</em> This can only be verified in Christ, who rules over all, and gives power to his Church unto the end. The family of David has been confounded with the rest of the nation for nearly 2,000 years. C.—The temporal dominion of those princes has ceased in Jechonias, ( D.) like that of other monarchs; so that God had in view a different throne, (Bert. v. 5) and the Messias, who would render the kingdom of David perpetual, ( M.) in a spiritual sense. H.","<em>Céu.</em> Isso somente pode ser verificado em Cristo, que governa sobre todos e dá poder à sua Igreja até o fim. A família de Davi foi confundida com o resto da nação por quase 2.000 anos. C.—O domínio temporal desses príncipes cessou em Jeconias, ( D.) como o de outros monarcas; de modo que Deus tinha em vista um trono diferente, (Bert. v. 5) e o Messias, que tornaria perpétuo o reino de Davi, ( M.) em sentido espiritual. H.",,
PSA.106.27,27,<em>Up.</em> They knew not how to proceed. <em>Ambiguis ars stupet ipsa malis.</em> C.,<em>Perplexos.</em> Não sabiam como prosseguir. <em>Ambiguis ars stupet ipsa malis.</em> C.,,
PSA.113.17,17,"or <strong>HebrewPsalm 115. Ver. 9.</strong> <em>The house</em>, is not now in Hebrew. But it occurs in the parallel passage, (Ps. 134) where the imperative is used, as the Hebrew is here pointed. C.—“Israel trusts … house of Aaron, trust ye in the Lord,” (Mont.) which is much in favour of this text, though S. Jerom, &c. agree with the Sept. C.—Houbigant rejects the Heb. reading, and <em>the house of Israel</em> occurs, v. 12. Bert.—All the people, the priests, and converts from paganism, are invited to praise the Lord. S. Chrys. Acts 2:5 and 10:2 and 13:16. C.—The Church always comprised two distinct orders, the clergy and the laity. M.","ou <strong>Salmo 115 hebraico. Ver. 9.</strong> <em>A casa</em> não consta agora no hebraico. Mas ocorre na passagem paralela (Sl. 134), onde se emprega o imperativo, conforme o hebraico está aqui apontado. C.—""Israel confia … casa de Aarão, confiai no Senhor,"" (Mont.) o que muito favorece este texto, embora S. Jerônimo, etc. concordem com os LXX. C.—Houbigant rejeita a leitura hebraica, e <em>a casa de Israel</em> ocorre no v. 12. Bert.—Todo o povo, os sacerdotes e os convertidos do paganismo são convidados a louvar ao Senhor. S. Crisóst. At 2:5 e 10:2 e 13:16. C.—A Igreja sempre compreendeu duas ordens distintas: o clero e os leigos. M.",,
PSA.118.40,40,"<em>Quicken.</em> The just prays for greater perfection, and for perseverance. W.",<em>Vivifica.</em> O justo ora por maior perfeição e pela perseverança. W.,,
PSA.118.137,137,"<em>Right.</em> He therefore makes people just indeed, and does not barely impute justice to them. W.","<em>Justo.</em> Portanto, torna as pessoas verdadeiramente justas, e não lhes imputa a justiça apenas nominalmente. W.",,
PSA.119.3,3,"<em>Added.</em> This is an usual form of denouncing vengeance. Ruth 1:17. The Babylonians are threatened with God’s judgments, v. 4. Some place these words in the mouth of God, answering the captives. How shall you be screened from the shafts of detraction? Fear not. <em>The sharp</em>, &c. C.—What punishment is great enough for this sin? W.","<em>Acrescentou.</em> Esta é uma forma usual de anunciar vingança. Rute 1:17. Os babilônios são ameaçados com os julgamentos de Deus, v. 4. Alguns colocam estas palavras na boca de Deus, respondendo aos cativos. Como sereis protegidos dos dardos da detração? Não temais. <em>O agudo</em>, &c. C.—Que punição é suficientemente grande para este pecado? W.",,
PSA.137.4,4,"<em>Mouth.</em> All kingdoms shall sooner or later, become acquainted with the gospel. W.—The predictions of Jeremias, &c. had been communicated to the neighbouring princes, ( C.) and all might know that God had executed his threats and promises. H.—Yet none of them embraced the true religion, even after the captivity, so that this relates to Christ. Bert.","<em>Boca.</em> Todos os reinos, cedo ou tarde, se familiarizarão com o Evangelho. W.—As profecias de Jeremias etc. haviam sido comunicadas aos príncipes vizinhos (C.) e todos podiam saber que Deus executara suas ameaças e promessas. H.—Todavia nenhum deles abraçou a verdadeira religião, mesmo após o cativeiro, de modo que isto se refere a Cristo. Bert.",,
PSA.142.3,3,"<em>Of old.</em> Lit. “of an age,” ( H.) who are quite forgotten. Lam. 3:6. C.—The devil had violently tempted me, by means of temporal and spiritual calamities. W.—The greatest darkness is that of the heart. Ephes. 4:17. H.","<em>Desde longa data.</em> Lit. ""de uma era"", (H.) completamente esquecidos. Lam. 3:6. C.—O diabo me tentara violentamente, por meio de calamidades temporais e espirituais. W.—As maiores trevas são as do coração. Ef. 4:17. H.",,
PRO.10.21,21,<em>Understanding.</em> Lit. “hear.” H. v. 13.,"<em>Entendimento.</em> Lit. ""ouça."" H. v. 13.",,
PRO.11.2,2,<em>Wisdom.</em> God resists the proud. c. 16:18 and 18:12 and Jam. 4:6.,<em>Sabedoria.</em> Deus resiste aos soberbos. c. 16:18 e 18:12 e Tg. 4:6.,,
PRO.19.7,7,"<em>Only.</em> Heb. has <em>lo</em>, and the marg. <em>lu</em>, with the Vulg. C.—The former word intimates that the words have <em>no</em> solidity, and the latter that they shall be <em>his</em> only portion who is so foolish as to trust in them. <em>Sequens dicta non ispa;</em> (Mont.) or <em>ei ipsa</em>, if we follow the margin. H.","<em>Somente.</em> O Heb. tem <em>lo</em>, e a marg. <em>lu</em>, com a Vulg. C.—A primeira palavra indica que as palavras não têm <em>nenhuma</em> solidez, e a segunda que serão a <em>sua</em> única porção para aquele que for tolo o suficiente para nelas confiar. <em>Sequens dicta non ispa;</em> (Mont.) ou <em>ei ipsa</em>, se seguirmos a margem. H.",,
PRO.21.3,3,<em>Mercy.</em> Sept. “justice and truth.” H. See Os. 6:6. M.,"<em>Misericórdia.</em> Sept. ""justiça e verdade."" H. Ver Os. 6:6. M.",,
ECC.2.9,9,"<em>Wisdom</em>, not that which was supernatural, and could not be found amid such delights. v. 3. Jam. 3:17. I knew that all this was vanity. C.","<em>Sabedoria</em>, não aquela que era sobrenatural e não podia ser encontrada em meio a tais deleites. v. 3. Tg. 3:17. Eu sabia que tudo isso era vaidade. C.",,
ECC.8.17,17,"<em>Reason.</em> We know in general that God does all for his own glory, and for the welfare of his elect. But we cannot account for his treatment of mankind in particular cases. Rom. 11:33. S. Jer. C.—<em>Say.</em> Sept. “speak what thing soever, that he may know he,” &c. H.","<em>Razão.</em> Sabemos em geral que Deus faz tudo para sua própria glória e para o bem de seus eleitos. Mas não podemos explicar seu modo de agir com a humanidade em casos particulares. Rom. 11:33. S. Jer. C. — <em>Dizer.</em> Sept. ""falar o que quer que seja, para que ele saiba,"" &c. H.",,
ECC.12.12,12,<em>Not.</em> I have had experience of all.—<em>End.</em> They can teach nothing farther. C.—,<em>Não.</em> Tenho experiência de tudo. — <em>Fim.</em> Nada mais podem ensinar. C. —,,
SNG.5.3,3,"<em>Garment.</em> By this is designated the tunic, which was undermost. H.—<em>Feet.</em> People in that climate had their feet bare in the house, and even on journies only wore sandals: so that frequent washing was requisite. Gen. 18:4 and 1 Tim. 5:10. These excuses were vain, and Christ would not regard them. Matt. 25:1. Lu. 12:35. Theod. C.—The care of souls brings on many external occupations, which contemplative men would decline. S. Greg. M.","<em>Vestido.</em> Por isso designa-se a túnica, que ficava por baixo. H.— <em>Pés.</em> As pessoas naquele clima tinham os pés descalços em casa e, mesmo nas viagens, usavam apenas sandálias; de modo que a lavagem frequente era necessária. Gn 18:4 e 1 Tim 5:10. Essas desculpas eram vãs, e Cristo não as consideraria. Mt 25:1. Lc 12:35. Teod. C.— O cuidado das almas acarreta muitas ocupações externas, das quais os homens contemplativos se eximiriam. S. Greg. M.",,
SIR.3.30,30,<em>Congregation.</em> The proud or obstinate sinner will take no advice. Prov. 18:3. C.,<em>Congregação.</em> O pecador orgulhoso ou obstinado não aceita conselho algum. Prov. 18:3. C.,,
SIR.7.12,12,"<em>Soul.</em> Whether the person have incurred a fault or not, we ought to shew pity, reflecting on our own frailty. 1 Cor. 10:12.","<em>Alma.</em> Quer a pessoa tenha incorrido em falta ou não, devemos mostrar compaixão, refletindo sobre a nossa própria fraqueza. 1 Cor. 10:12.",,
SIR.10.2,2,"<em>Therein. Regis ad exemplum totus componitur orbis.</em> Claud.—As a whole city is infected with the vices of princes, so it may be corrected by their good behaviour, (<em>continentiâ.</em>) Cic. Leg. 3.","<em>Nisto. Regis ad exemplum totus componitur orbis.</em> Claud.—Assim como uma cidade inteira é infectada pelos vícios dos príncipes, assim pode ser corrigida pelo bom comportamento deles, (<em>continentiâ.</em>) Cic. Leg. 3.",,
SIR.13.10,10,<em>Humbled.</em> By foolishly attempting to rival the sumptuous feasts of the great. V. 9 and 11 are not in the Greek. H.,<em>Humilhado.</em> Por tentar tolamente rivalizar com os suntuosos banquetes dos grandes. Os v. 9 e 11 não se encontram no grego. H.,,
SIR.19.1,1,"<em>Little.</em> Small expenses, often repeated, will ruin an estate, ( H.) and the neglect of venial sins is of the most dangerous consequence. C.—The best way to avoid great faults, is to guard against small ones. W.","<em>Pouco.</em> Pequenas despesas, frequentemente repetidas, arruinarão um patrimônio, ( H.) e a negligência dos pecados veniais é da mais perigosa consequência. C.—O melhor modo de evitar as grandes faltas é guardar-se das pequenas. W.",,
SIR.21.6,6,<em>Speedily.</em> God is the protector of the poor. Ps. 10:5.,<em>Prontamente.</em> Deus é o protetor dos pobres. Sl. 10:5.,,
SIR.21.23,23,"<strong>Ver.23.</strong> <em>Low.</em> A smiling countenance is commendable, but loud laughter is to be avoided. Clem. Pæd. ii. 5.—It causes too great a change, (Plato, Rep. 3.) and is a mark of folly. Eccle. 7:5. S. Aug. c. Acad. ii. 2.","<strong>Ver.23.</strong> <em>Baixo.</em> Uma fisionomia sorridente é louvável, mas a gargalhada ruidosa deve ser evitada. Clem. Pæd. ii. 5.—Ela provoca mudança excessiva, (Platão, Rep. 3.) e é sinal de loucura. Ecle. 7:5. S. Agos. c. Acad. ii. 2.",,
SIR.22.21,21,"<em>Cost.</em> Of lime. C.—Gr. omits this comparison, as well as the 23d verse. H.","<em>Custo.</em> De cal. C.—O Gr. omite esta comparação, assim como o versículo 23. H.",,
SIR.25.24,24,"<em>Sackcloth.</em> And is black when passion bursts forth, though women too frequently conceal their anger to take deeper vengeance.","<em>Cilício.</em> E fica negra quando a paixão irrompe, embora as mulheres com demasiada frequência dissimulam a sua ira para tomar vingança mais profunda.",,
SIR.27.25,25,"<em>Off.</em> Some Gr. copies have, “he who knows him will depart from him.” It is difficult to guard against a false friend, who winks as if he desired to please us, ( C.) while he really seeks our ruin. v. 26.","<em>Dele.</em> Algumas cópias gr. têm: ""quem o conhece se afastará dele."" É difícil guardar-se de um falso amigo, que acena com os olhos como se desejasse nos agradar, ( C.) enquanto na verdade busca nossa ruína. v. 26.",,
SIR.31.11,11,"<em>In</em>, &c. Gr. Alex. “and wisdom (Grabe substitutes <em>the Church</em>) shall proclaim his alms.” H.—God will bless his riches. C.","<em>Em</em>, &c. Gr. Alex. ""e a sabedoria (Grabe substitui <em>a Igreja</em>) proclamará as suas esmolas."" H.—Deus abençoará as suas riquezas. C.",,
SIR.38.15,15,"<em>Physician.</em> This state is very troublesome, and a punishment of sin. v. 10.",<em>Médico.</em> Este estado é muito penoso e um castigo do pecado. v. 10.,,
SIR.48.27,27,"<em>At last.</em> After the captivity, (Is. 2:2. C.) or in the days of the Messias. M.","<em>Por fim.</em> Após o cativeiro, (Is. 2:2. C.) ou nos dias do Messias. M.",,
ISA.10.17,17,<em>Light.</em> God. H.—<em>Thorns.</em> Private soldiers. C.,<em>Luz.</em> Deus. H.—<em>Espinhos.</em> Soldados rasos. C.,,
ISA.26.16,16,"<em>They.</em> Sept. “We,” &c. C.—Affliction is a wholesome medicine. H.","<em>Eles.</em> Sept. ""Nós,"" &c. C.—A aflição é um remédio salutar. H.",,
ISA.35.6,6,"<em>Free.</em> Our Saviour healed both soul and body, ( C.) shewing by his works (Jo. 10. W.) that he had fulfilled this prediction. Lu. 7:22. Mat. 11:5.—<em>Waters.</em> Baptism has sanctified the most wicked.","<em>Livre.</em> Nosso Salvador curou tanto a alma quanto o corpo, ( C.) mostrando por suas obras (Jo. 10. W.) que havia cumprido esta profecia. Lc. 7:22. Mt. 11:5.—<em>Águas.</em> O Batismo santificou os mais perversos.",,
ISA.39.1,1,"<em>And.</em> Sept. add, “ambassadors and presents.” See 4 K. 20:12. C.","<em>E.</em> A Septuaginta acrescenta: ""embaixadores e presentes."" Ver 4 Rs. 20:12. C.",,
ISA.52.11,11,"<em>Lord</em>, the Levites departing from Babylon. 1 Esd. 1:7. Num. 3:6 and 4:5. &c. C.—S. Paul proves hence that communication with infidels in spiritual things is always unlawful. 2 Cor. 6:17. W.","<em>Senhor</em>, os levitas que partiam da Babilônia. 1 Esd. 1:7. Núm. 3:6 e 4:5. &c. C.—São Paulo prova daí que a comunhão com os infiéis nas coisas espirituais é sempre ilícita. 2 Cor. 6:17. W.",,
ISA.57.8,8,"<em>Remembrance.</em> Domestic gods. S. Jer. The <em>Lares</em> or <em>Penates</em> were usually placed in the court or porch. The Jews probably used Hecate or Trivia, for the same purpose. C. 65:11 and 66:17. To prevent this impiety, God had ordered some of the law to be written on the doors. Deut. 6:9. But this it seems was disregarded. 4 K. 23:8 and 1 Mac. 1:58. Ezec. 8:5.—<em>Near me.</em> Idols were placed in the very temple. Jer. 35:15 and 4 K. 21:4. Ezec. 8:3 and 16:17. C.—<em>Hand.</em> Prot. “where thou sawest it.” Thou didst even invite thy lovers by presents. Ezec. 16:32. H.","<em>Lembrança.</em> Deuses domésticos. S. Jer. Os <em>Lares</em> ou <em>Penates</em> eram habitualmente colocados no pátio ou na entrada. Os judeus provavelmente usavam Hécate ou Trívia para o mesmo fim. C. 65:11 e 66:17. Para prevenir esta impiedade, Deus havia ordenado que parte da lei fosse escrita nas portas. Deut. 6:9. Mas isso parece ter sido negligenciado. 4 Rs. 23:8 e 1 Mac. 1:58. Ezec. 8:5.—<em>Perto de mim.</em> Ídolos eram colocados no próprio templo. Jer. 35:15 e 4 Rs. 21:4. Ezec. 8:3 e 16:17. C.—<em>Mão.</em> Prot. ""onde tu o viste."" Tu até convidavas os teus amantes com presentes. Ezec. 16:32. H.",,
JER.2.24,24,<em>Away.</em> The female may easily be found by the poisonous <em>hippo-manes.</em> Georg. iii.—Thus Jerusalem is an impudent prostitute. H.,<em>Para longe.</em> A fêmea pode ser facilmente encontrada pelo venenoso <em>hipomanes.</em> Georg. iii.—Assim Jerusalém é uma prostituta impudente. H.,,
JER.2.31,31,"<em>See</em>, or hear. The <em>sword</em> seems to be animated. C.—<em>Lateward.</em> Heb. “darksome land.” Have I not heaped blessings on my people?—<em>Revolted.</em> Prot. “Lords.” H.","<em>Vê</em>, ou ouve. A <em>espada</em> parece estar animada. C.—<em>Tardiamente.</em> Heb. ""terra tenebrosa."" Acaso não amontoei bênçãos sobre o meu povo?—<em>Revoltado.</em> Prot. ""Senhores."" H.",,
JER.7.7,7,<em>Dwell.</em> Heb. and Sept. as v. 3. H.,<em>Habitai.</em> Heb. e Sept. como v. 3. H.,,
JER.7.18,18,"<em>Heaven.</em> That is, the moon, which they worshipped under that name. Ch.—Some understand the sun also the stars. C. 44:17. Is. 65:11. All the family contributes to promote this idolatry.","<em>Céu.</em> Isto é, a lua, que eles adoravam sob esse nome. Ch.—Alguns entendem também o sol e as estrelas. C. 44:17. Is. 65:11. Toda a família contribui para promover essa idolatria.",,
JER.7.32,32,"<em>Place</em>, elsewhere. H.—This was verified when Nabuchodonosor and Titus besieged the city. C.—The latter was quite shocked. Jos. Bel. vi. 14. See C. 19 and 31:40.","<em>Lugar</em>, em outro lugar. H.—Isso se verificou quando Nabucodonosor e Tito sitiaram a cidade. C.—Este último ficou completamente chocado. Jos. Bel. vi. 14. Ver C. 19 e 31:40.",,
JER.9.5,5,"<em>Iniquity.</em> It is become natural to them. S. Jer.—They cannot lay the blame on the violence of passion. They sin on purpose. C.—Sept. “they have not left off, (6) in order to be converted. Usury upon usury; fraud upon fraud; they,” &c. H.","<em>Iniquidade.</em> Tornou-se-lhes natural. S. Jer.—Não podem atribuir a culpa à violência da paixão. Pecam deliberadamente. C.—Sept. ""não deixaram de (6) converter-se. Usura sobre usura; fraude sobre fraude; eles,"" &c. H.",,
JER.11.23,23,"<em>Remains.</em> All these priests shall perish. Ps. 36:28. H.—He speaks of the wicked, as a remnant was still left. C. 4. Is. 10. W.","<em>Restos.</em> Todos esses sacerdotes perecerão. Sl 36:28. H.—Ele fala dos ímpios, pois ainda restava um remanescente. C. 4. Is. 10. W.",,
JER.14.3,3,"<em>Water.</em> Siloe was the only spring near, and it was often dry, (S. Jer.) though it was formerly abundant, (Jos. Bel. vi. 6.) as well as the fountain of Gehon. The city was furnished with cisterns. C.—But all was now dry. H.—<em>Heads;</em> mourning. 2 K. 15:30.","<em>Água.</em> Siloé era a única fonte próxima, e muitas vezes estava seca, (S. Jer.) embora outrora fosse abundante, (Jos. Bel. vi. 6.) assim como a fonte de Giom. A cidade era abastecida com cisternas. C.—Mas tudo estava agora seco. H.—<em>Cabeças;</em> em luto. 2 Rs. 15:30.",,
JER.15.6,6,"<em>Intreating thee.</em> Heb. “of being intreated;” (S. Jer.) or, “of repenting,” and suspending the effects of my wrath. C.—Sept. “I will no longer spare them.” H.","<em>Suplicando-te.</em> Heb. ""de ser suplicado;"" (S. Jerônimo) ou, ""de me arrepender,"" e suspender os efeitos da minha ira. C.—Sept. ""Não mais os pouparei."" H.",,
JER.18.4,4,"<em>Broken.</em> So Providence ordered it. S. Jer.—How should this idea humble man! C.—A potter may mould afresh the clay as long as it is soft, but God can change the hardest heart. W.","<em>Quebrado.</em> Assim o ordenou a Providência. S. Jerônimo.—Como esta ideia deve humilhar o homem! C.—Um oleiro pode moldar novamente a argila enquanto ela está mole, mas Deus pode mudar o coração mais endurecido. W.",,
JER.25.20,20,"<em>In.</em> Heb. “the mixed multitude,” (Ex. 12:38. C.) or “Arabs.” Grot.—<em>Ausitis</em>, near Palmyra. Job 1:1.—<em>Azorus</em>, taken by the Egyptians, and afterwards by the Chaldees. C. 47:2.","<em>Em.</em> Heb. ""a multidão mista,"" (Ex. 12:38. C.) ou ""árabes."" Grot.—<em>Ausitis</em>, perto de Palmira. Jó 1:1.—<em>Azoro</em>, tomado pelos egípcios, e depois pelos caldeus. C. 47:2.",,
JER.27.18,18,"<em>Hosts.</em> If they prevail, account me a false prophet. C.—The things taken shall not be soon restored; but more shall be conveyed away. W.","<em>Exércitos.</em> Se prevalecerem, considerai-me falso profeta. C.—As coisas tomadas não serão restituídas tão cedo; mas mais ainda serão levadas. W.",,
JER.30.8,8,"<em>Strangers.</em> Idols. The people were not so prone to worship them. Yet the Jews were almost constantly subject to foreigners ( C.) <em>despectissima pars servientium, Macedonibus invalidis … sibi ipsis reges imposuere.</em> Tacit. Hist. 5.—Christ granted a more perfect liberty to the faithful. Jo. 8:33. C.","<em>Estrangeiros.</em> Ídolos. O povo não era tão propenso a adorá-los. Contudo, os judeus estiveram quase constantemente sujeitos a estrangeiros ( C.) <em>despectissima pars servientium, Macedonibus invalidis … sibi ipsis reges imposuere.</em> Tacit. Hist. 5.—Cristo concedeu uma liberdade mais perfeita aos fiéis. Jo. 8:33. C.",,
JER.36.4,4,"<em>Book.</em> This was afterwards burnt. What he wrote a second time has not come down to us, in the same order. Jeremias made us of his memory, which was directed by the Holy Spirit. C.","<em>Livro.</em> Este foi posteriormente queimado. O que ele escreveu pela segunda vez não chegou até nós na mesma ordem. Jeremias serviu-se de sua memória, que era guiada pelo Espírito Santo. C.",,
JER.39.9,9,"<em>Army.</em> Heb. “slayers,” denoting soldiers, cooks, and sacrificers. Gen. 37:36.—<em>Remained</em>, having escaped the sword, &c. They had been spared when Joakim and Jechonias were taken.","<em>Exército.</em> Heb. ""assassinos,"" designando soldados, cozinheiros e sacrificadores. Gên. 37:36.—<em>Restaram</em>, tendo escapado da espada, &c. Haviam sido poupados quando Joaquim e Jeconias foram capturados.",,
JER.40.14,14,<em>Baalis.</em> Queen. Grot.—The Ammonites sought the entire ruin of the Jews.,<em>Baalis.</em> Rainha. Grot.—Os amonitas buscavam a ruína total dos judeus.,,
JER.43.8,8,"<em>Taphnis</em>, or <em>Daphnæ Pelusiæ</em>, sixteen miles from Pelusium, (Antonin.) the Hanes of Isaias, (30:4) and key of Egypt. It was a royal city.","<em>Tafnis</em>, ou <em>Dafne Pelusiaca</em>, a dezesseis milhas de Pelúsio, (Antonin.) o Hanes de Isaías (30:4) e chave do Egito. Era uma cidade real.",,
